 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               | ps_supplycost 
   -369.69 | Supplier#000005814        | CHINA                     |     95813 | Manufacturer#5            | wktYKjWKuPEvV                            | 28-345-800-1624 | . special sentiments haggle blithely according to the acc                                            |        129.98
   9179.69 | Supplier#000007162        | VIETNAM                   |     97161 | Manufacturer#1            | FhVeZZDNEYZH MEcwstpgw7                  | 31-755-574-2420 | lar deposits. blithely even Tiresias cajole quickly around the even, ironic instruc                  |        201.65
   3271.02 | Supplier#000004689        | JAPAN                     |     97161 | Manufacturer#1            | pCDP,Tl0mnJhK                            | 22-455-236-7520 |  requests use carefully carefully unusual ideas. slyly permanent requests across the quickly unusual |        655.74
   1638.02 | Supplier#000000089        | INDONESIA                 |     97579 | Manufacturer#3            | fhtzZcSorhud1                            | 19-259-876-1014 | en instructions across the slyly ironic requests engage                                              |        519.09
   9539.80 | Supplier#000003217        | INDIA                     |     98198 | Manufacturer#5            | B UeP1vTLP Do1h A2H2ajkrWrq              | 18-769-187-1802 | er quiet requests. ironic ideas sleep blithely. sl                                                   |        681.36
   9380.01 | Supplier#000008199        | INDIA                     |     98198 | Manufacturer#5            | mDuP66PNn,oiex1ssUJWkPqKoFvuGc0y7l       | 18-751-742-1146 | y regular excuses. fluffily final packages doubt slyly according to the deposits. ca                 |        770.02
   9504.89 | Supplier#000000767        | VIETNAM                   |     98257 | Manufacturer#5            | bHEuqKKdmCMEKOV                          | 31-880-346-2583 | e slyly carefully special accounts. furiously bold foxes sleep regularly. furiously unusual          |        432.51
   8442.70 | Supplier#000008258        | INDIA                     |     98257 | Manufacturer#5            | JaTsYwI4yFu283q83                        | 18-239-643-9980 | ions. thinly special accounts                                                                        |        825.63
   8303.21 | Supplier#000001218        | JAPAN                     |     98708 | Manufacturer#5            | A bjeBaM3ftph BcnLk,XepDz4MuV4eo         | 22-384-682-3996 | uffily. fluffily final waters are according to the furiously express theodolites. bold, even         |        856.73
   7006.85 | Supplier#000006436        | INDONESIA                 |     98908 | Manufacturer#5            | dR1Wq 0Zx3AJ1zd3fIqE                     | 19-802-581-4826 | ffily even requests. quickly unusual deposits breach                                                 |        504.51
   -575.75 | Supplier#000006499        | CHINA                     |     98971 | Manufacturer#2            | gysyqVaAObZmfBmz                         | 28-237-157-1486 | packages sleep special theodolites                                                                   |        192.30
   4436.86 | Supplier#000001481        | VIETNAM                   |     98971 | Manufacturer#2            | ARqVvJHMxBNKl2LrfPsR  Wq9ZUXh,14         | 31-207-618-9010 | foxes-- final foxes wake slyly pending, brav                                                         |        697.68
   3963.37 | Supplier#000004110        | INDONESIA                 |     99091 | Manufacturer#3            | MdRKQyBm6DpRtpsUiOIzJX Ug7L1m0oTXAoviQm  | 19-100-479-8965 |  nag about the quickly blithe instructions. express deposits are fu                                  |        142.14
   -852.36 | Supplier#000006619        | INDONESIA                 |     99091 | Manufacturer#3            | 3iqawedRWdxI5ovcNN3Kh7nd                 | 19-138-384-2442 | lar somas. ironic requests wake furiou                                                               |        519.54
   1397.96 | Supplier#000004391        | VIETNAM                   |     99372 | Manufacturer#3            | pcsiJBhSEHuFHNAxR3K c                    | 31-930-718-6023 | unts nag quickly carefully express dependencies. fluffily regular de                                 |        315.30
   1636.13 | Supplier#000001882        | VIETNAM                   |     99372 | Manufacturer#3            | ptM8Xk8tPzo2                             | 31-755-111-7289 | ic, ironic requests cajole qui                                                                       |        811.90
    -39.74 | Supplier#000007171        | VIETNAM                   |     99643 | Manufacturer#2            | DXerxFIhNRpqF9dWNRw hDOlLX gEJFxh0       | 31-311-575-9302 | e even platelets? quietly silent ideas breach into the carefully                                     |        230.64
   6895.79 | Supplier#000007442        | VIETNAM                   |     99914 | Manufacturer#2            | DzycM1,T6kh2EutfPeFpv0Ro                 | 31-999-609-6818 | usly final packages boost. deposits wake a                                                           |          9.32
   6252.10 | Supplier#000009915        | INDIA                     |     99914 | Manufacturer#2            | mhdhBkL2PL2Qs,Ny5FGPwciUPJggpK           | 18-682-553-2638 |  haggle fluffily. blithely regular theodolites are. platelets wake. slyly express accounts al        |        910.88
    273.93 | Supplier#000002650        | CHINA                     |    100139 | Manufacturer#2            | 51iJSMOmYqTXNLB                          | 28-193-450-1096 | ngly regular requests haggle carefully among the ironic accounts. pack                               |        653.60
   -170.54 | Supplier#000005165        | INDIA                     |    100144 | Manufacturer#4            | 4TbLeqYIZflknnvRjqHLxFgMuET9fqe6RH       | 18-327-142-6539 | s above the slyly final dinos sleep quickly ironic platelets.                                        |        314.26
   4856.74 | Supplier#000002655        | VIETNAM                   |    100144 | Manufacturer#4            | i6v8dkQBuK0NSCeqQCE8                     | 31-276-987-1638 | ccounts. ironic instructions use carefully. even packages across t                                   |        953.13
   1384.41 | Supplier#000008099        | INDIA                     |    100568 | Manufacturer#1            | Pqy18znGQbk                              | 18-983-205-6959 | ix quickly. blithely even acc                                                                        |        772.52
   1022.15 | Supplier#000003629        | CHINA                     |    101118 | Manufacturer#5            | fco32LPL55pLFoH0                         | 28-780-309-4610 | above the dinos. furiously ironic packages affix slyly furiously ironic deposits. car                |         35.43
   8143.30 | Supplier#000004087        | JAPAN                     |    101576 | Manufacturer#4            | gT8xS3tEyvgX9P3ZeEuQ                     | 22-944-125-9013 | es wake slyly between the special instructions? carefully regular waters believe accord              |        146.93
   7532.68 | Supplier#000007401        | CHINA                     |    102380 | Manufacturer#3            | 0bGoBtTkMpgUOyDlAXEdx6I 26               | 28-719-774-9928 | regular requests. bold, fluffy escapade                                                              |        171.76
   -624.70 | Supplier#000004891        | JAPAN                     |    102380 | Manufacturer#3            | c4DxOrexw3nogQgYrEwhwdDxk1NI6bOPAwgmo8I  | 22-547-938-9375 | refully ironic packages ought to detect ironic dugouts. packages boost carefully. f                  |        909.25
   9380.82 | Supplier#000007649        | INDONESIA                 |    102628 | Manufacturer#2            | ifREImqBy8                               | 19-179-565-3935 | old packages about the ideas sleep doggedly unusual, special packages. evenly ironic pack            |        597.27
   9746.01 | Supplier#000000883        | CHINA                     |    103352 | Manufacturer#2            | 5ppzWDz6xcMOO09LkrAOvHzFEMfP3CIpndr      | 28-614-756-7513 | hely final excuses sleep quickly. slyly pending instructions hang                                    |        827.91
   4390.89 | Supplier#000006015        | CHINA                     |    103504 | Manufacturer#2            | gD r5B94LbZJMhWOezrUjy01NUeJOB4C7NoHSvHh | 28-913-465-6684 | use carefully even accounts. qui                                                                     |        162.76
   7516.90 | Supplier#000008525        | JAPAN                     |    103504 | Manufacturer#2            | NBzAj3RpEG5 ,168                         | 22-570-937-7745 | ar accounts use silent asymptotes. special deposits                                                  |        504.36
   3969.33 | Supplier#000006273        | CHINA                     |    103762 | Manufacturer#2            | SGMEJDhNRsinMcSCymSVfAq0uq               | 28-855-178-4941 | lithely regular requests around the quickly even foxes are fluffily even theodoli                    |         32.97
    219.83 | Supplier#000003763        | CHINA                     |    103762 | Manufacturer#2            | pj1BzZfawlj8 zLBiX b                     | 28-672-268-4052 | le blithely against the slyly e                                                                      |        703.70
   9380.43 | Supplier#000003810        | VIETNAM                   |    103809 | Manufacturer#4            | 1zPgEZHmn0fbUaQDRNH,uZ uci               | 31-319-356-3632 | l instructions play furiously bold accounts. bold, final accounts a                                  |         92.13
   -851.92 | Supplier#000001340        | INDIA                     |    103809 | Manufacturer#4            | 5FNwQfJ5nR4eJvEieJy9XA oY                | 18-205-441-7392 | ly unusual pinto beans. ironic, regular packages across the quickly final theodolites are above      |        156.83
   5471.53 | Supplier#000004051        | INDIA                     |    104050 | Manufacturer#5            | 6pfbBoZ3ShZMK                            | 18-894-840-1480 | ully slyly pending requests. furiousl                                                                |        456.67
     80.88 | Supplier#000001999        | VIETNAM                   |    104468 | Manufacturer#3            | iMJGJ97d7uZ6d4R7HueaELdtwiuv8oTO         | 31-410-167-3442 | nstructions cajole blithely bold requests. slyly regu                                                |        583.88
   2311.11 | Supplier#000002091        | INDONESIA                 |    104560 | Manufacturer#1            | 1KX2xPHrrdEwh7veDf7KBe8pnz               | 19-648-583-6246 | ng instructions are slyly. quick                                                                     |        369.76
   5422.54 | Supplier#000002363        | CHINA                     |    104832 | Manufacturer#5            | Ei9HRUUYW2uFGY                           | 28-513-439-4183 | . fluffily pending deposits sleep. enticingly special accounts                                       |        774.88
   9555.51 | Supplier#000007552        | JAPAN                     |    105041 | Manufacturer#3            | yV1BjDrL0DSLzJuhSNMkpQ                   | 22-747-741-3776 | its haggle along the requests. express, unusual foxes along the instructions was alongside of th     |        387.76
   9185.89 | Supplier#000002639        | INDIA                     |    105108 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes                           |        442.65
   4366.67 | Supplier#000004283        | INDIA                     |    106752 | Manufacturer#2            | rRw1tpxLpTFsglPnZiiV0WOPqsI7KyKk         | 18-474-720-7902 | equests cajole thinly about the furiously special asymptotes. ironi                                  |        459.01
   9056.04 | Supplier#000009263        | INDIA                     |    106752 | Manufacturer#2            | y5cT48CXI,0y48W                          | 18-809-566-9898 | y. carefully silent instructions nag blithely special requests. stealthy, special ideas around the   |        665.93
   5098.00 | Supplier#000001930        | VIETNAM                   |    106909 | Manufacturer#3            | 2jCSw3KOLHol7y5omVO13                    | 31-773-630-9937 | eans lose furiously even accounts. blithely regular waters along the ideas sn                        |        246.67
   2384.98 | Supplier#000002695        | INDIA                     |    107674 | Manufacturer#5            | ildy7QNbrDD8eRVPQVUPD                    | 18-490-712-8829 | around the slyly regular dolphins. blithely                                                          |        736.06
   4441.07 | Supplier#000007942        | CHINA                     |    107941 | Manufacturer#1            | vgBd9c9KUhLfkbhU                         | 28-874-122-3833 | sual accounts. quickly regular deposits are fluffily above the quickly final packag                  |         99.18
   -278.27 | Supplier#000005472        | VIETNAM                   |    107941 | Manufacturer#1            | LlyLSmvY9GFvMN4QhHzMokW0k5d              | 31-595-192-5906 | ing dinos use. deposits are furiously final, final pinto beans.                                      |        392.51
   8028.58 | Supplier#000008050        | INDONESIA                 |    108049 | Manufacturer#3            | 9odvS2iZM 5gJq, cZC2J0hZet               | 19-573-848-7065 | regular somas. final deposits sleep amo                                                              |        424.68
   6558.92 | Supplier#000000907        | JAPAN                     |    108396 | Manufacturer#3            | Y79rRfd5UhgXi6Ahj9ooM0vNHts              | 22-595-604-3254 | t the instructions. bold, unusual pinto beans above the regular, unusual foxes wake blithely regu    |        240.48
   8940.75 | Supplier#000003698        | VIETNAM                   |    108677 | Manufacturer#2            | lnSEu64ca4B53BfznJPg                     | 31-804-633-2078 | nal theodolites boost fluffily blithely final                                                        |         19.06
   5268.22 | Supplier#000008968        | INDIA                     |    108967 | Manufacturer#3            | HjS7aiphdniN4juQfKdzgH NH3               | 18-753-319-6468 |  special theodolites. furiously even packages cajole slyly against the final platelets--             |        949.33
   -852.36 | Supplier#000006619        | INDONESIA                 |    109088 | Manufacturer#5            | 3iqawedRWdxI5ovcNN3Kh7nd                 | 19-138-384-2442 | lar somas. ironic requests wake furiou                                                               |        844.61
   8973.86 | Supplier#000006905        | JAPAN                     |    109374 | Manufacturer#2            | VAktOD8JapqInpe5xjxDUSic2DnfLFOt4kyTWEw  | 22-648-880-9962 | ounts cajole among the final deposits. slyly                                                         |         62.08
   1148.27 | Supplier#000004395        | VIETNAM                   |    109374 | Manufacturer#2            | Pxu,IsRZET0 9ToLGbn1s6aYJ60wCZQ          | 31-697-775-2800 | etect alongside of the final, regular accounts. furiously e                                          |        505.17
   5343.26 | Supplier#000002034        | JAPAN                     |    109523 | Manufacturer#5            | deKZihoSypb62Yi,ivMpZf                   | 22-763-404-5757 | ly around the unusual ideas. expr                                                                    |        824.11
   8190.80 | Supplier#000002079        | INDONESIA                 |    109568 | Manufacturer#4            | 2oUXSqxj,oPyDvoEPcgrBKinWFqgWxBa5kglvvo  | 19-917-742-4588 | ar packages affix furiously regu                                                                     |        127.85
   5407.31 | Supplier#000009725        | JAPAN                     |    109724 | Manufacturer#1            | mxKnVSct0MMwrPJkYR aBxtslzCtdAo          | 22-258-423-2896 | es poach final, careful requests. furiously pending packages haggle                                  |        629.08
    231.69 | Supplier#000009999        | INDONESIA                 |    109998 | Manufacturer#5            | mX37oAzqsBPhN1LWdzV p                    | 19-773-990-5609 | ounts cajole fluffily among the quickly ironic requests. special, regular                            |        264.03
   8601.37 | Supplier#000005280        | INDONESIA                 |    110257 | Manufacturer#3            | NB0MFCA5mH9UklskxDx Qi3oX h39gLySVTK     | 19-299-951-6016 | accounts integrate according to the furiously express cour                                           |        680.70
    234.45 | Supplier#000003666        | VIETNAM                   |    111154 | Manufacturer#3            | ENS fE9iSrSzw,iTwA,zGorkflw              | 31-974-495-7616 | nal instructions. regular courts haggle carefully a                                                  |         36.50
    362.52 | Supplier#000001160        | JAPAN                     |    111159 | Manufacturer#2            | 4Z4HmpP2dhWI8vTzhjFTZGyGHa,7yu           | 22-871-346-4321 | c pinto beans according to the quickly ironic accounts cajo                                          |          3.93
   7720.17 | Supplier#000003869        | CHINA                     |    111357 | Manufacturer#5            | ,HZ,uHgmGOyUSyXE8A5FKm                   | 28-193-913-3630 | special deposits are quickly. unusual warthogs kindle fur                                            |        161.98
   2926.33 | Supplier#000006526        | VIETNAM                   |    111503 | Manufacturer#5            | cnKnAomKmY                               | 31-394-134-1288 | ut the furiously blithe ideas. bold, bold packages are. finally even theodolites                     |         75.59
   7963.33 | Supplier#000001570        | JAPAN                     |    111569 | Manufacturer#5            | QF2XhOAWwJeg21avqIRl8E2gi1mXAN75U9a      | 22-348-472-7053 | ins. furiously ironic deposi                                                                         |        253.94
   2220.38 | Supplier#000004081        | JAPAN                     |    111569 | Manufacturer#5            | 6lvRJvSrtCgT41z,NcDKPswTAPyG             | 22-603-507-5487 |  furiously dogged ideas integrate carefully carefully regular deposits. ideas boost b                |        521.55
   -747.59 | Supplier#000007083        | CHINA                     |    112060 | Manufacturer#3            | mzBkq7paoo                               | 28-987-537-3349 | l instructions. even, ironic foxes cajo                                                              |        558.04
   8803.64 | Supplier#000009594        | VIETNAM                   |    112060 | Manufacturer#3            | t5POxK43OIjIfHTB90                       | 31-703-320-6583 | y carefully express platelets. bold,                                                                 |        562.65
   2749.56 | Supplier#000004578        | INDONESIA                 |    112066 | Manufacturer#5            | Gl81NeKLP6fg                             | 19-291-609-2051 |  carefully ironic deposits. silent instructions across the ca                                        |        158.79
    710.55 | Supplier#000007089        | JAPAN                     |    112066 | Manufacturer#5            | 8hF9PhLPVk,CIOzgksixLR8a                 | 22-324-270-4650 | ajole furiously pending deposits. q                                                                  |        715.50
   3271.02 | Supplier#000004689        | JAPAN                     |    112177 | Manufacturer#3            | pCDP,Tl0mnJhK                            | 22-455-236-7520 |  requests use carefully carefully unusual ideas. slyly permanent requests across the quickly unusual |        434.76
   7962.30 | Supplier#000007816        | VIETNAM                   |    112793 | Manufacturer#3            | 1ejcJ545bwLWLuY6Qq4qyEExZIsp0SG          | 31-710-857-3724 | theodolites according to the bold pinto beans print bold foxes                                       |         17.24
   7048.30 | Supplier#000000611        | INDIA                     |    113077 | Manufacturer#3            |  6BVljZ1HeradVcmcDm90NYkla3iHPBsTSoUJr   | 18-554-185-6487 | al courts sleep carefully about the blithely express accounts. fluffily even request                 |         21.96
    733.62 | Supplier#000008100        | INDIA                     |    113077 | Manufacturer#3            | ZUQ4uU,6D9UuL                            | 18-756-778-6868 | odolites. furiously express deposits haggle aroun                                                    |        759.27
   5410.75 | Supplier#000008249        | VIETNAM                   |    113226 | Manufacturer#2            | PwUjvlMk y72zaMRtZQ8trbCmu4j             | 31-104-853-7722 | en excuses boost final, final pearls.                                                                |         74.23
    486.80 | Supplier#000000760        | VIETNAM                   |    113226 | Manufacturer#2            | ob94rzX66tJ35aKv2jR,inK1                 | 31-367-390-9165 | aphs. regular asymptotes wake quickly slyly ironic ideas. si                                         |         81.15
   -723.78 | Supplier#000000823        | VIETNAM                   |    113289 | Manufacturer#5            |  gC0DrEG5U,v893fp3nj mmXa6rYhJ0tjpJ      | 31-834-127-5277 | ccounts haggle blithely packages. carefully express pinto beans against the unusual                  |         79.40
   3085.65 | Supplier#000002741        | JAPAN                     |    115207 | Manufacturer#2            | 4uly 6P8PPJXCRCcvSPUFWunFVy1XX4C         | 22-600-779-8361 | y. carefully special accounts be                                                                     |        691.13
   6706.06 | Supplier#000005208        | INDONESIA                 |    115207 | Manufacturer#2            | xEqnN9YbnzKb 4u3u4V06xFGhlclFx wnzO7MAN  | 19-795-571-6227 | ly final accounts haggle carefull                                                                    |        869.24
   3930.79 | Supplier#000000534        | INDONESIA                 |    115511 | Manufacturer#1            | JBhF3gZcQiNWGxh8DuoAhmVi                 | 19-198-519-8383 | after the furiously even requests haggle thinly a                                                    |        296.30
   3119.05 | Supplier#000006061        | CHINA                     |    116060 | Manufacturer#4            | xuzhMVdyWT                               | 28-497-195-5649 | al asymptotes wake slyly unusual instructions. blithely f                                            |        558.93
   7117.38 | Supplier#000003594        | INDIA                     |    116060 | Manufacturer#4            | vH EF6ltzb4KcGc9qpt                      | 18-433-804-1742 | st have to sleep furiously ironic instructions.                                                      |        664.19
   3647.58 | Supplier#000006071        | CHINA                     |    116070 | Manufacturer#4            | ojOm7rfzVPqx XWyF0rvU3wbJ                | 28-951-903-3383 | efully express pinto beans wake blithel                                                              |          7.29
   9711.40 | Supplier#000008582        | VIETNAM                   |    116070 | Manufacturer#4            | B,Sy8pyruZPcyhEMUf                       | 31-274-355-1342 | ultipliers. carefully final requests lose fluffily? regular asymptotes sleep according to            |        902.05
   6961.78 | Supplier#000006388        | INDIA                     |    116387 | Manufacturer#2            | sIEnnJ0qa4ZMJP8Bv2EfEdOdyUc24mpO3        | 18-850-554-4696 |  according to the regular theodolites. quickly final courts serve                                    |        163.31
   7124.69 | Supplier#000001410        | INDONESIA                 |    116387 | Manufacturer#2            | PKAsnwIIXk                               | 19-295-387-9337 | thely regular instructions wake carefull                                                             |        353.90
    523.05 | Supplier#000009202        | JAPAN                     |    116690 | Manufacturer#4            | x,pKbV7Qie4CGXNGLuwt                     | 22-253-185-3464 | ess requests along the final                                                                         |        245.59
   2611.30 | Supplier#000001713        | JAPAN                     |    116690 | Manufacturer#4            | YDrf04Arzkk wv t4txebRVoOyAA5lHGxhJ98    | 22-586-592-1690 | y permanent deposits cajole slyly along the                                                          |        911.33
   3285.36 | Supplier#000002341        | INDONESIA                 |    117318 | Manufacturer#2            | iUiGXav0KdZjPDOrAC1 4sj2A8CIZ,yyWWIGE    | 19-816-319-3654 | l, regular ideas. furious dinos nag. furiously express ide                                           |        304.19
   9094.47 | Supplier#000009830        | INDONESIA                 |    117318 | Manufacturer#2            | ogbH63pS,VAoiGpDaMDRTSq7coA              | 19-230-592-9116 | ts. quickly pending packages detect carefully among the furiously regular instructions. ent          |        859.63
   5368.76 | Supplier#000009942        | JAPAN                     |    117430 | Manufacturer#5            |  Jk0lKne38S4UN6aiEFuJW                   | 22-683-412-5620 |  ideas affix. carefully even fr                                                                      |        276.97
   1960.39 | Supplier#000002453        | INDONESIA                 |    117430 | Manufacturer#5            | hANwgEJk3juMwTdumtBOz                    | 19-426-129-7300 | eas are enticingly final platelets. carefully even foxes alo                                         |        891.53
   7921.60 | Supplier#000005593        | CHINA                     |    118059 | Manufacturer#1            | DLs4RI0zsa WbJez23,2RPdSVo6LfVxU         | 28-239-390-1803 | al theodolites haggle carefully. quickly even pearls use quickly.                                    |        124.39
   7132.44 | Supplier#000000571        | INDONESIA                 |    118059 | Manufacturer#1            | GMifmfVJba                               | 19-223-236-6710 | nto beans haggle carefully after the furiously regular reques                                        |        127.43
   9806.44 | Supplier#000008279        | INDIA                     |    118278 | Manufacturer#3            | s8Cpz6OlOq3tpxwYV                        | 18-408-246-8407 |  furiously after the foxes. bold pinto beans sleep ab                                                |        250.93
   6499.80 | Supplier#000004170        | CHINA                     |    119147 | Manufacturer#5            | Hy,jcuzFjmL57c                           | 28-480-378-5074 | eep quickly blithely pending requests. platelets use bravely. silent ide                             |        431.17
   -882.19 | Supplier#000001763        | CHINA                     |    119251 | Manufacturer#5            | jlElnSpkpQuxgYbev1Z35nETkj6DQCINaQOuJ8Af | 28-174-770-7793 | ckly beside the quickly regular warthogs. careful ideas a                                            |        157.73
   6130.78 | Supplier#000006785        | VIETNAM                   |    119251 | Manufacturer#5            | lyo6PpwulTeN9ZfIkvWag5NucL,XMC  89Kn7U   | 31-644-455-4622 | . final, regular foxes haggle carefully according to the final, bold                                 |        803.30
   -850.71 | Supplier#000005057        | INDIA                     |    120032 | Manufacturer#1            | qeAzRuVE4V8gUqsUrTLq36xPqgJSulykhWtx     | 18-724-442-1817 | g foxes according to the blithely unusual ins                                                        |        683.86
   8357.27 | Supplier#000007710        | INDIA                     |    120173 | Manufacturer#1            | zFDRlSRWLZ,y3S Jmn4RnN                   | 18-428-344-2569 | ideas. pending, unusual packages use bravely. quickly bold foxes sleep furiously silent, regul       |        314.73
   7962.30 | Supplier#000007816        | VIETNAM                   |    120279 | Manufacturer#3            | 1ejcJ545bwLWLuY6Qq4qyEExZIsp0SG          | 31-710-857-3724 | theodolites according to the bold pinto beans print bold foxes                                       |        745.44
   9547.00 | Supplier#000000414        | VIETNAM                   |    120413 | Manufacturer#3            | FkmlHgU9pqCboQ32Lcx                      | 31-118-322-1371 | . blithely unusual packages might cajole blithely regular requests.                                  |        431.04
    -12.84 | Supplier#000000590        | INDONESIA                 |    120589 | Manufacturer#4            | KhRtsL4Foycp2hUwg bEHkDusXAf             | 19-277-247-1833 | de of the express requests. pinto beans are                                                          |        108.80
   5968.71 | Supplier#000000805        | INDIA                     |    120804 | Manufacturer#5            | LXWtvxudFJf56Uep17HO,NYC4A4mlr           | 18-407-342-1685 | ructions haggle. carefully silent foxes must wa                                                      |        463.92
   4598.73 | Supplier#000005829        | CHINA                     |    120804 | Manufacturer#5            | QMQ9k3TH9 pvKCKEXrDI0af                  | 28-136-182-2731 | lyly bold requests. blithely regular accounts alongside of the daring                                |        786.85
    286.05 | Supplier#000006096        | CHINA                     |    121071 | Manufacturer#2            | hcaZGirqBgrKJAnz8BlQt9ehVWikq            | 28-201-798-4437 | ideas about the furiously final forges                                                               |        210.85
   4925.36 | Supplier#000001320        | INDIA                     |    121319 | Manufacturer#1            | QotM4v9vsoLqNSw6LbpqdC,sb8re5GFzNe       | 18-732-433-1443 | ole. quickly regular deposits may haggle. deposi                                                     |        573.28
    934.67 | Supplier#000005297        | INDONESIA                 |    122784 | Manufacturer#3            | nkq6 NFnEfhdy6                           | 19-119-739-1447 | lets. final, bold foxes are blithely at the accounts. slyly final accounts wake. furiously even noto |        353.11
   3020.41 | Supplier#000005327        | VIETNAM                   |    122814 | Manufacturer#4            | 8ezizGofvsnWm1giKVGk                     | 31-362-378-8693 | about the ideas boost blithely among the slyly iron                                                  |         39.99
   8684.60 | Supplier#000000351        | JAPAN                     |    122814 | Manufacturer#4            | ZLWTvVCSmwsKfElT7K 2O1Ui                 | 22-508-407-2628 | ithely ironic theodolites play. decoys sleep slyly against the deposits. s                           |        678.20
   1713.31 | Supplier#000007946        | INDIA                     |    122921 | Manufacturer#3            | FUd4 jbvufK3cdff4ApgvtUkIBhIYa3y         | 18-662-165-9885 | ts mold blithely ideas. furious, pending deposits about the pending, even dependen                   |        320.69
   7654.94 | Supplier#000000458        | VIETNAM                   |    122921 | Manufacturer#3            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h                |        435.02
    887.34 | Supplier#000000795        | INDIA                     |    123258 | Manufacturer#4            | 1ozaCnTPf4sAV7oY6VE6y7RqC,WLUVXi         | 18-772-967-6194 | efully final pinto beans.                                                                            |        737.67
   9576.53 | Supplier#000008400        | CHINA                     |    123375 | Manufacturer#3            | y0rF4,BBqwBE6hFAdkEMOeSVoVydZ            | 28-215-743-8600 | ecial instructions. regular, pending deposits boost stealthily after the requests. bold              |        435.53
   1492.02 | Supplier#000000912        | INDIA                     |    123375 | Manufacturer#3            | ppF7DX,JePrdoo9qYFYwTOwszgUjHk           | 18-633-593-4048 | the ironic Tiresias. requests above the slyly even deposits affix abo                                |        524.34
   4116.24 | Supplier#000005965        | INDONESIA                 |    123452 | Manufacturer#1            | RXgGPHMpLdsK31ygxrY3AQR5U5RI3M6UhX6      | 19-146-379-9429 | structions are blithely. quickly even foxes past t                                                   |         86.73
   -856.38 | Supplier#000007406        | INDIA                     |    124893 | Manufacturer#2            | eugL0NHIQ0UX8PpqeI                       | 18-581-490-7546 | fully even requests sleep around the final, bold requests. quickly                                   |        706.90
   6742.63 | Supplier#000002482        | CHINA                     |    124945 | Manufacturer#3            | VgZca,08Okt4SYYxnN80OkUy3Lt0X0TB2ue      | 28-698-684-4533 | unusual deposits cajole quickly after the fluff                                                      |         46.94
   1322.43 | Supplier#000004992        | CHINA                     |    124991 | Manufacturer#4            | zCGf7Bwq7C                               | 28-665-105-3278 | ess pinto beans nag blithely pending excuses. sl                                                     |        327.24
   5469.56 | Supplier#000002528        | JAPAN                     |    124991 | Manufacturer#4            | sCNrdl2h9YEfToc7JhqpOtwz3                | 22-426-661-4377 | l instructions wake fluffily quickly special requests                                                |        809.25
   3513.89 | Supplier#000000308        | INDIA                     |    125283 | Manufacturer#5            | mVY7rtoxj9uSqzAJIp TOWPsv080hbPbOStGZx   | 18-360-691-8400 | tructions hang carefully according to the furiously close requests. fur                              |         93.93
   5736.46 | Supplier#000005379        | VIETNAM                   |    125378 | Manufacturer#5            | 9V7hKSGNOUxDp3gLft0I,rg0j5xzs            | 31-286-144-6185 | yly regular requests. carefully ironic courts use carefully alongsi                                  |        529.94
   3102.18 | Supplier#000000403        | INDONESIA                 |    125378 | Manufacturer#5            | TTVlcRcFrglnhCffA11iw l6bZyyaI9xcRF      | 19-513-268-3908 | he regularly ironic packages. idly final excuses integrate according to the                          |        897.74
   -865.78 | Supplier#000009316        | INDONESIA                 |    126803 | Manufacturer#2            | O681SFDLS8wX25Gi9r8VD6wgVCBGu3jc cJ4IoP  | 19-366-587-7535 | equests at the quickly final deposits wake blithely ironic, unu                                      |        603.47
   1397.96 | Supplier#000004391        | VIETNAM                   |    126854 | Manufacturer#2            | pcsiJBhSEHuFHNAxR3K c                    | 31-930-718-6023 | unts nag quickly carefully express dependencies. fluffily regular de                                 |        595.77
   4356.85 | Supplier#000004714        | VIETNAM                   |    127177 | Manufacturer#5            | IKRla2xArMmR4p3Mbn8JV8g0                 | 31-544-746-3697 | r the furiously express packages are quickly enticing, regular pinto beans. spec                     |        125.86
    985.97 | Supplier#000002375        | CHINA                     |    127350 | Manufacturer#4            | pP4gyVgnxG22m 6pAIlNeHQQzujH             | 28-885-378-7547 | ly final requests. quickly express ideas ha                                                          |        634.69
   9364.67 | Supplier#000000551        | INDIA                     |    128038 | Manufacturer#1            | ZNiqP1w6Z SGZsLllIhaicTnLCCuAepdNbkm6pJ  | 18-297-775-8421 | lithely even instructions poach quickly. furiously bold accounts sleep final, final accoun           |        521.15
   7949.07 | Supplier#000008039        | INDONESIA                 |    128038 | Manufacturer#1            | FZ T0P2ZR9kOgv20bhQvICsLtbkY             | 19-829-475-1177 | lithely ironic accounts. blithely quiet attainmen                                                    |        548.47
   4754.05 | Supplier#000005575        | VIETNAM                   |    128038 | Manufacturer#1            | LYg3J8w5srT9RDH7BoAqdD                   | 31-341-491-2255 | ress foxes across the pinto                                                                          |        971.91
    525.74 | Supplier#000008663        | JAPAN                     |    128662 | Manufacturer#4            | XYM5S,1Z4f2zUYxkxrj6xh5wo5w              | 22-572-622-3785 | lly express foxes x-ray blithely regular theodolites. fluffily e                                     |        761.50
