 l_partkey |  part_value  
    122943 |  263947.1044
     98444 |  263937.6712
    147074 |  263933.5101
     90786 |  263922.9012
     70086 |  263914.3920
    134177 |  263901.8313
      4929 |  263901.0880
    115457 |  263892.4890
    186419 |  263883.3189
    164741 |  263872.7862
    183982 |  263866.9656
      7824 |  263860.0952
    189307 |  263844.8480
    151117 |  263794.2813
    154623 |  263788.9688
    113423 |  263784.1688
      3000 |  263775.3300
     40439 |  263774.6046
     56587 |  263766.9504
     11577 |  263759.7183
     26707 |  263744.5280
     10922 |  263720.5296
    180358 |  263692.7055
    152889 |  263687.8852
    101342 |  263684.2086
     43504 |  263676.6000
    111476 |  263654.0575
     26611 |  263638.6106
    123102 |  263622.1810
     56129 |  263619.0528
     66316 |  263617.2898
     50052 |  263609.2935
     49262 |  263594.4012
    134632 |  263594.2008
     87149 |  263584.4800
     97399 |  263554.6486
     19116 |  263528.6549
     98541 |  263523.0618
    118552 |  263522.5845
     59100 |  263482.8980
     85032 |  263481.9621
    183151 |  263478.6835
    128413 |  263460.9198
     90434 |  263448.3285
     55457 |  263436.0495
    144868 |  263419.9506
     42585 |  263415.8952
     12871 |  263406.2442
     42926 |  263405.5848
     56769 |  263402.7488
    101523 |  263391.3204
    112009 |  263387.3700
     36809 |  263371.3880
     83378 |  263343.4128
     27718 |  263330.0571
     11601 |  263328.5340
     58398 |  263315.9907
    116099 |  263295.0508
    177567 |  263277.6104
     23672 |  263269.5933
     73197 |  263269.3462
     78871 |  263254.9997
     71619 |  263245.9550
      3344 |  263238.6336
    145757 |  263237.5550
     63273 |  263226.6084
    141605 |  263225.4760
    113579 |  263219.9696
    101947 |  263184.8576
    112521 |  263182.7024
      9847 |  263139.4952
    146392 |  263139.0666
     40958 |  263137.5015
     99667 |  263132.2808
     68769 |  263131.6192
     83934 |  263101.6374
     16787 |  263097.7076
    188798 |  263093.9976
      6505 |  263061.2550
    173336 |  263037.3512
     34108 |  263005.1980
    148888 |  262989.5664
     52138 |  262982.9612
    163214 |  262977.5390
    118251 |  262975.9075
    114054 |  262964.5905
     74206 |  262960.3620
     44604 |  262952.2800
    101963 |  262950.9472
    139828 |  262933.0214
    140603 |  262926.6920
     42551 |  262924.5420
     42421 |  262921.9128
     91923 |  262918.5160
     47584 |  262880.3912
     85261 |  262861.1592
    103736 |  262803.6138
    131457 |  262800.7320
    162141 |  262789.8388
    146809 |  262781.2800
    184059 |  262775.7645
     44678 |  262775.1798
    193622 |  262764.3592
     23623 |  262739.8056
    110567 |  262711.0668
    196264 |  262693.4112
     58871 |  262641.2411
      6624 |  262639.0858
      3273 |  262637.5656
    185114 |  262605.0900
     44731 |  262603.6483
    181185 |  262580.4084
    156298 |  262542.6594
    195546 |  262531.4922
     14273 |  262529.1424
    140073 |  262528.6902
    130430 |  262512.2925
     70050 |  262499.6670
    171786 |  262485.7362
     38440 |  262468.7604
     12607 |  262465.3120
    185322 |  262465.1800
     60009 |  262463.3400
     90865 |  262437.1626
    197075 |  262414.7523
      9021 |  262405.1430
     10262 |  262363.5106
     21361 |  262345.2088
    154600 |  262336.8300
    122786 |  262327.3634
    181464 |  262326.3804
     71312 |  262295.7309
    112213 |  262280.7047
     53126 |  262280.1160
    120575 |  262279.7966
     20830 |  262239.3174
     39238 |  262227.9825
     52719 |  262224.4306
    160158 |  262194.6060
     20845 |  262191.9232
     13609 |  262191.7200
    161944 |  262176.3580
     19685 |  262172.6184
     25586 |  262168.4352
    164999 |  262168.0098
    127057 |  262166.6520
     10442 |  262156.9696
    174186 |  262155.2454
    184046 |  262146.6792
    173728 |  262132.2428
    188036 |  262112.5557
    182102 |  262112.3760
     25062 |  262103.9124
    158900 |  262100.8200
    193218 |  262097.7669
     75685 |  262071.9108
     31803 |  262058.8880
    184177 |  262045.9026
    146277 |  262033.9254
    106085 |  262033.7728
     74866 |  262028.0124
      6199 |  262018.4452
     13458 |  262001.8080
    135721 |  261979.6536
    125614 |  261976.8858
    109412 |  261965.8630
    152859 |  261961.6870
      2651 |  261960.9265
     31151 |  261934.4075
     93344 |  261931.4124
    164540 |  261909.0642
    198299 |  261908.0376
      1327 |  261877.8240
     54922 |  261867.8784
     19156 |  261831.2795
    152581 |  261830.2024
     30907 |  261827.2340
     36332 |  261808.6786
    107620 |  261802.6770
    127976 |  261758.5614
     28385 |  261743.5002
     82943 |  261735.2460
    173565 |  261727.1888
     67222 |  261723.5376
    126256 |  261707.2250
     91590 |  261689.8814
    180107 |  261684.3240
     32536 |  261677.3607
    166217 |  261672.1832
    165822 |  261670.7302
     93063 |  261670.5468
    133570 |  261654.5169
    107102 |  261647.7810
     36303 |  261641.0160
    181584 |  261595.9948
    137121 |  261572.9832
     17941 |  261571.4474
    158791 |  261560.3060
    182347 |  261554.9266
    163385 |  261548.4604
    193332 |  261548.0550
    188731 |  261531.5956
      6439 |  261524.6834
      9746 |  261524.1330
    120728 |  261503.5888
     74404 |  261496.2640
    130214 |  261470.7315
    199194 |  261457.1542
    149927 |  261447.6700
    140398 |  261441.7664
     34863 |  261390.8654
    134140 |  261387.0468
    115616 |  261383.9220
     54164 |  261381.0816
     21730 |  261369.7552
    131844 |  261360.7872
    126485 |  261350.0068
    119849 |  261338.5856
    106611 |  261324.8955
    109828 |  261319.6258
     66878 |  261307.3868
     98252 |  261289.7475
      1203 |  261264.7620
     38991 |  261243.4464
    190692 |  261235.3926
     48634 |  261228.9078
    109079 |  261191.2035
     17090 |  261188.7915
    109303 |  261187.0690
     92188 |  261173.8340
     47816 |  261167.3467
     28619 |  261159.1875
    121373 |  261137.6136
       627 |  261131.3628
     56469 |  261130.0174
    129722 |  261128.9004
     97156 |  261119.2860
     80048 |  261111.8796
     90045 |  261099.1904
     54955 |  261090.1650
     38409 |  261072.2240
     63347 |  261072.1416
    107137 |  261067.5834
     27153 |  261061.4535
     43288 |  261055.9856
     17237 |  261040.6568
    177489 |  261038.2272
    129009 |  261036.2400
    196946 |  261026.4438
     37914 |  261008.1954
     50582 |  260998.3740
     25826 |  260986.1436
     41486 |  260971.8936
    129193 |  260962.0088
    146126 |  260937.3544
      6494 |  260925.2919
     88950 |  260924.5015
     78615 |  260921.7653
    144405 |  260892.0000
     32188 |  260889.9220
      3924 |  260844.1840
    115191 |  260826.5256
     38121 |  260808.3000
    132711 |  260806.7047
     77728 |  260804.5880
     78259 |  260799.9275
    130189 |  260794.7938
     65200 |  260783.4120
    159263 |  260776.1172
     35131 |  260775.3980
    119563 |  260774.2368
    143535 |  260773.1560
     38157 |  260755.2150
     45022 |  260727.9324
    196271 |  260724.7163
    155330 |  260719.1060
     63047 |  260701.4244
    113823 |  260699.8626
     15141 |  260697.5976
     49449 |  260669.2160
     83344 |  260649.7558
     89447 |  260642.0380
     60094 |  260623.7525
     64363 |  260613.8624
    187604 |  260607.8960
    173754 |  260600.5950
    108119 |  260599.1031
     70527 |  260598.4304
    183948 |  260575.9856
     65392 |  260564.5844
    191375 |  260559.2853
    120069 |  260535.8238
    108118 |  260503.0263
      4190 |  260460.9876
    140641 |  260401.9540
    118510 |  260381.6785
    127910 |  260377.5876
      3026 |  260376.4354
    183523 |  260352.6312
    107912 |  260339.7960
    122915 |  260338.8294
    170018 |  260328.1527
    168622 |  260321.6676
     78974 |  260311.3713
     74150 |  260308.1740
     47719 |  260306.7678
    139288 |  260279.6080
    106360 |  260264.2528
    124185 |  260263.9032
     79295 |  260260.9896
     14922 |  260236.4564
    197379 |  260210.2125
    124922 |  260205.8580
     80590 |  260168.2335
     77311 |  260148.4383
    188102 |  260143.9590
    146185 |  260136.0222
     87591 |  260135.8461
     14707 |  260120.6800
    138081 |  260118.9552
     39374 |  260086.6611
     44388 |  260067.2522
     38105 |  260065.6920
    146611 |  260045.8568
      1199 |  260040.9084
    133673 |  260028.2412
      9105 |  260005.0990
    165114 |  259993.7550
     68928 |  259991.8552
    130288 |  259977.9988
      9439 |  259977.3040
    196719 |  259973.3578
    118443 |  259960.9472
     95081 |  259959.4064
    135849 |  259938.2844
    135710 |  259936.2190
     11688 |  259932.0032
    191619 |  259927.1895
    148354 |  259925.5725
     89909 |  259921.4320
     21825 |  259909.3478
     78225 |  259907.5522
    142995 |  259904.8647
     58419 |  259903.4929
    116569 |  259889.1396
    157297 |  259888.2510
    134138 |  259884.6636
     47802 |  259880.2960
     39574 |  259879.9690
    168954 |  259868.1570
    164654 |  259842.6935
    165910 |  259812.4059
    197543 |  259812.3198
    190447 |  259811.9856
     32261 |  259808.4998
    103017 |  259796.5470
     61066 |  259794.8270
    179668 |  259772.1824
    170781 |  259767.6984
    103533 |  259765.7618
    183092 |  259765.3954
    100276 |  259759.2331
    129325 |  259758.5760
    188582 |  259758.4842
    170064 |  259722.4212
    136430 |  259719.4173
     40581 |  259718.4902
    166296 |  259706.9656
     80876 |  259701.8382
     25437 |  259692.7823
     75898 |  259683.6762
    194047 |  259677.8832
    126581 |  259672.3974
    148449 |  259671.0704
     71680 |  259660.6128
    150007 |  259652.0500
    101388 |  259647.3344
    158976 |  259621.4726
     59383 |  259616.2920
     32500 |  259611.9750
     87069 |  259600.6692
     60871 |  259594.2977
    143765 |  259593.2352
     25581 |  259583.7340
    111984 |  259557.2392
     65900 |  259546.6900
    195037 |  259540.5181
     98049 |  259540.2752
    123632 |  259520.0025
    138399 |  259506.3906
    182943 |  259502.6546
    100024 |  259496.9082
    176136 |  259492.7904
     27728 |  259484.4384
     54593 |  259484.4153
     65114 |  259461.2084
     99414 |  259445.5396
     10768 |  259435.5704
    192782 |  259375.8130
     58259 |  259359.4575
    133055 |  259358.4785
     24062 |  259343.6406
     57179 |  259273.9940
     26384 |  259245.5792
     79251 |  259189.0700
     78490 |  259188.4850
    179296 |  259173.4005
    158183 |  259170.7958
    111085 |  259168.1160
    141259 |  259139.8250
    188090 |  259132.6764
    195248 |  259097.5636
    110874 |  259075.3815
      7917 |  259064.2236
    148634 |  259057.7148
     78685 |  259034.9760
    135037 |  259013.1683
    191129 |  258994.8724
    118116 |  258985.3596
     79387 |  258983.6652
     62943 |  258979.1272
     44217 |  258973.0542
     96902 |  258971.9820
    122074 |  258957.4982
    121291 |  258954.1857
     20975 |  258951.5826
      9337 |  258949.9841
    116074 |  258946.1285
     44186 |  258935.5398
     28088 |  258927.6664
    126363 |  258921.1296
     10717 |  258919.8297
     98968 |  258910.9448
     75314 |  258906.3411
    130143 |  258900.2666
    115568 |  258896.2244
     39020 |  258877.8588
     22231 |  258877.0704
     76999 |  258874.4499
     64333 |  258843.2816
    176711 |  258842.5309
     54271 |  258826.0348
    107382 |  258813.7064
    164946 |  258807.9780
    149299 |  258804.2655
    120946 |  258790.2958
     57138 |  258790.1703
     52693 |  258784.7525
    159837 |  258784.5169
    169268 |  258759.8100
     40116 |  258757.5111
    121352 |  258752.8735
    153385 |  258750.1782
    151751 |  258748.7075
     24492 |  258736.0634
    191941 |  258732.2738
    161605 |  258722.9840
    153581 |  258721.3224
    156500 |  258690.3000
    160817 |  258687.1056
      1292 |  258669.4733
    192601 |  258663.5280
     34894 |  258659.9127
    114541 |  258655.1912
    143072 |  258640.4865
    135669 |  258631.0152
     94092 |  258630.6117
     61693 |  258611.5001
    124683 |  258611.0592
    183654 |  258597.0730
     52786 |  258591.3616
    173235 |  258584.7418
    146558 |  258573.2325
    113855 |  258555.3975
    161521 |  258536.2924
     51127 |  258522.3948
     58353 |  258519.5390
    192902 |  258499.1420
     92186 |  258492.6920
     38347 |  258481.8740
     44463 |  258480.0290
    195224 |  258474.7746
      3008 |  258459.8100
     58876 |  258459.7882
    196246 |  258408.0448
    102892 |  258406.1493
    176636 |  258401.6144
    161183 |  258391.3024
    162129 |  258389.6616
    177129 |  258387.0876
    142544 |  258368.0390
     92243 |  258350.4460
      3076 |  258337.4102
    136653 |  258296.7955
     42571 |  258275.5848
     18119 |  258271.5033
    181251 |  258269.9850
     73654 |  258259.2255
     71174 |  258247.2867
     18841 |  258221.3232
    108046 |  258208.1788
    199054 |  258202.4865
     86359 |  258172.6650
     24390 |  258172.4838
    111427 |  258167.6216
     87104 |  258165.1710
    158969 |  258159.3080
    168018 |  258155.4371
    144683 |  258149.9456
     89683 |  258144.7044
     97694 |  258118.0602
    130317 |  258104.1767
    138425 |  258103.3854
      1932 |  258088.9689
    135533 |  258085.9262
      9217 |  258082.2836
    119378 |  258080.2653
    149877 |  258065.6991
     76044 |  258019.1180
    188997 |  258016.1031
    103269 |  258001.6054
    127162 |  258000.1536
    115539 |  257974.2535
    199209 |  257963.9580
    148874 |  257953.0105
     71562 |  257944.7920
     38541 |  257943.0036
     61126 |  257940.9624
    111917 |  257933.8452
     46206 |  257896.9260
     45921 |  257896.3288
     18699 |  257892.1398
     69121 |  257878.7872
     76942 |  257867.1572
     57522 |  257821.1552
    169467 |  257817.9880
    151540 |  257797.6492
     63394 |  257795.5088
     17391 |  257792.0817
     67557 |  257770.9140
     61382 |  257754.3206
     41099 |  257744.7029
     72074 |  257741.1873
     76342 |  257735.4700
     11613 |  257735.3205
    134642 |  257699.5680
     95297 |  257682.6260
     91077 |  257682.5682
    127310 |  257672.8908
    174396 |  257627.0319
    110287 |  257626.8352
    102787 |  257620.9332
     58154 |  257618.4260
    102969 |  257616.8544
    152676 |  257606.4034
     70083 |  257583.3680
    146955 |  257570.8870
    123210 |  257568.2406
     46911 |  257562.0633
     10402 |  257558.5000
      9735 |  257548.2707
    129220 |  257539.1952
     57597 |  257533.3794
    151211 |  257528.7063
    120158 |  257508.2455
     88244 |  257501.1928
      2183 |  257491.5104
    160048 |  257486.3352
    189055 |  257479.8930
     45001 |  257472.8200
     61971 |  257471.6040
    102577 |  257469.9100
     30583 |  257459.9580
    184262 |  257458.7624
    194964 |  257431.7688
    143332 |  257406.7628
     93991 |  257373.8034
     44167 |  257366.8792
    199211 |  257364.5503
    185953 |  257356.2690
    126960 |  257351.0592
     86821 |  257343.1770
     46486 |  257316.3824
    102288 |  257307.6376
    135831 |  257305.1789
    127316 |  257297.5974
    141116 |  257294.9796
    153561 |  257280.1360
     78358 |  257260.7385
    148351 |  257256.5040
    123013 |  257251.6431
    127138 |  257249.0527
    125104 |  257220.2710
      3821 |  257205.1584
     71869 |  257186.5506
    156570 |  257176.9827
    162461 |  257160.0480
    177042 |  257155.3920
    162483 |  257152.4172
     28788 |  257139.3084
    178362 |  257133.0672
    170713 |  257121.7965
    173648 |  257109.7176
    140786 |  257101.0172
    184109 |  257089.1880
    149687 |  257028.6400
     50713 |  257026.5579
      8298 |  257000.0845
    194845 |  256990.0032
    111424 |  256940.1800
      2328 |  256940.0288
     84685 |  256930.3584
     70127 |  256923.5616
     38559 |  256919.6780
    107636 |  256915.8053
     80524 |  256911.8352
     13649 |  256898.0160
     24232 |  256879.6191
    176028 |  256872.3334
     53415 |  256864.2411
    186041 |  256863.6864
     94520 |  256862.5920
    100489 |  256845.9312
     68887 |  256835.2332
     39645 |  256822.6048
    146675 |  256821.5139
     26756 |  256821.3050
     77342 |  256809.5310
     70631 |  256805.3542
     31957 |  256802.7525
     90898 |  256794.5955
    128908 |  256794.2020
     50536 |  256783.1922
    171516 |  256779.7425
     73098 |  256772.4057
     94100 |  256763.3880
    103458 |  256762.1505
     18449 |  256750.5344
    180174 |  256728.5990
     71342 |  256718.5698
    123385 |  256691.3388
    175067 |  256689.4056
     72555 |  256674.2265
    122527 |  256662.4928
     63567 |  256659.6064
    138974 |  256653.6750
     45727 |  256645.4296
    112824 |  256640.4904
    120925 |  256627.9296
     36784 |  256619.9214
     83525 |  256599.2520
     92831 |  256594.6427
    132509 |  256582.6750
     92103 |  256570.9790
     13987 |  256556.2608
    103429 |  256546.4220
     64300 |  256539.1130
    127171 |  256516.2153
      1908 |  256462.8300
    135564 |  256457.4548
      1882 |  256450.5888
    196548 |  256449.5676
     16939 |  256433.8481
     66085 |  256431.9876
    190263 |  256429.2374
     43400 |  256414.7580
    127129 |  256392.7324
     71412 |  256387.3753
     26386 |  256386.5568
     40447 |  256385.0376
    158355 |  256381.6900
     70737 |  256381.5049
    130435 |  256362.3242
     58757 |  256350.2075
    115192 |  256334.7246
    141415 |  256328.1600
    118999 |  256325.0898
    188963 |  256310.3236
       576 |  256288.2549
     88110 |  256287.8929
     66974 |  256285.6788
     40501 |  256269.8700
    115217 |  256262.7137
    198175 |  256250.9259
     20373 |  256242.4644
     34677 |  256239.4133
     73643 |  256237.4400
     16874 |  256219.7709
    117383 |  256199.5210
    134463 |  256185.4568
     24141 |  256166.1700
    158185 |  256157.2390
     64685 |  256145.8136
     57301 |  256126.9650
     73420 |  256110.5960
    102897 |  256105.1720
    147529 |  256089.9088
     50744 |  256058.2666
     12626 |  256057.1404
    123929 |  256047.3412
    197119 |  256039.7994
    142541 |  256026.7472
     64913 |  256015.4703
    122312 |  256014.0597
    186177 |  255994.0322
    180213 |  255990.9195
    169220 |  255987.5232
    185176 |  255979.6749
     94202 |  255974.8380
    115415 |  255971.8695
    116760 |  255960.0456
     83881 |  255954.7800
     23765 |  255948.4656
    180122 |  255943.3692
    105297 |  255939.0537
      1947 |  255930.2748
     43868 |  255925.2250
     14740 |  255922.0884
      8504 |  255916.7500
     11515 |  255915.8940
    115760 |  255904.7736
    147933 |  255896.5374
     75407 |  255896.0640
    112183 |  255888.0380
    105118 |  255866.9202
     84670 |  255861.6221
     82871 |  255852.5987
     47066 |  255848.3030
     48252 |  255845.2900
     43608 |  255843.3240
    122565 |  255819.4184
    187300 |  255804.2470
    128329 |  255800.5272
     18124 |  255777.9328
    161870 |  255760.2693
     19953 |  255751.3225
    182132 |  255744.3432
     81140 |  255743.2454
    170393 |  255742.0364
     19104 |  255734.0760
     65779 |  255730.9389
    163064 |  255729.9140
    185446 |  255719.8512
     69917 |  255714.0432
     92111 |  255689.8669
     97462 |  255668.2028
    170608 |  255633.9940
     79116 |  255587.7229
     41422 |  255586.7132
    147703 |  255584.6930
     99328 |  255575.4660
     69671 |  255550.7592
    129313 |  255548.9778
    114740 |  255542.7862
    198306 |  255540.4710
    119450 |  255537.3550
     67062 |  255536.1792
    185224 |  255533.5596
    163914 |  255526.1929
     64295 |  255509.9410
     28070 |  255495.9393
    118227 |  255494.2396
      1564 |  255491.0748
    158304 |  255485.7420
     82607 |  255480.5120
    105751 |  255466.5850
     16419 |  255450.5789
     64266 |  255438.8838
     24383 |  255435.9044
    110627 |  255419.5914
    136632 |  255417.1941
    168537 |  255407.7124
    102375 |  255405.7191
    113087 |  255405.5736
     64378 |  255385.8925
     97642 |  255373.9300
    139206 |  255365.6160
    111706 |  255353.2820
    140729 |  255335.2016
    143062 |  255302.0118
    125045 |  255300.8436
     91334 |  255298.3179
     96609 |  255290.4000
    165013 |  255272.7680
    168942 |  255268.7236
    134351 |  255264.5910
    109288 |  255252.8128
    137775 |  255219.8883
     29628 |  255216.0370
     91708 |  255192.9580
     97142 |  255167.3600
     20733 |  255154.0017
    102186 |  255137.8914
    104663 |  255118.6268
    184864 |  255086.2854
    134984 |  255077.9332
     83068 |  255050.2196
    167541 |  255034.0170
     83579 |  255027.0497
    187140 |  255011.9634
     13806 |  255011.9440
    130864 |  255010.2588
     16256 |  254987.8200
     17654 |  254953.0630
    102445 |  254952.0816
    185508 |  254944.0650
    138187 |  254910.9508
    184339 |  254904.1697
    183825 |  254903.8228
     22640 |  254866.5840
    115382 |  254854.1644
    174240 |  254817.9936
    196176 |  254815.6510
    169825 |  254815.3936
    102592 |  254767.6443
     30465 |  254755.1776
    142880 |  254743.1424
    156346 |  254707.0142
     33968 |  254691.4636
      9124 |  254684.7424
    171613 |  254662.4937
     19108 |  254659.1740
     11455 |  254637.9575
    165385 |  254628.7128
     85186 |  254626.2438
     51077 |  254611.8162
    156430 |  254610.5947
    156424 |  254602.6316
     90412 |  254565.4632
    179653 |  254560.9380
    136576 |  254544.1745
    103070 |  254510.7426
    155387 |  254479.1034
     80560 |  254469.7008
    138481 |  254467.3156
    167538 |  254444.3944
     59640 |  254438.7384
     52088 |  254434.7704
    147352 |  254401.8300
     54729 |  254393.2548
    170660 |  254389.7134
    130107 |  254380.6410
     43622 |  254366.2814
     70368 |  254355.3180
     27592 |  254348.9742
     56430 |  254326.7192
    130823 |  254325.5658
    134792 |  254307.4359
    189829 |  254301.2146
    100358 |  254296.7035
    116814 |  254244.5847
     31605 |  254215.1040
     84258 |  254176.7725
     45099 |  254173.2696
     48918 |  254161.1274
      2694 |  254161.1142
     17462 |  254151.7104
    128480 |  254133.6256
    100836 |  254125.4305
     32991 |  254101.3593
    153543 |  254089.3410
    149323 |  254085.0480
     41446 |  254081.8872
    141578 |  254078.1416
    106608 |  254073.4560
    186068 |  254054.7684
    182137 |  254054.5007
      4642 |  254035.6200
     77556 |  254032.5575
     36771 |  254030.7875
     24901 |  254000.9490
    182076 |  253987.9124
    192491 |  253960.1262
     43165 |  253945.9456
     33073 |  253942.1287
    185556 |  253898.5385
      9804 |  253882.3320
    104019 |  253870.1616
    195530 |  253859.0201
    145065 |  253848.5208
     19574 |  253847.1572
     11661 |  253827.3240
    179622 |  253796.6230
    101477 |  253794.1602
    170040 |  253788.4452
      7147 |  253784.2050
     18048 |  253749.7268
     88341 |  253744.4192
     16615 |  253741.8287
     97900 |  253730.2510
     58026 |  253719.7168
     97147 |  253713.0450
     14401 |  253674.8900
     72359 |  253648.8020
     84041 |  253625.6472
     68803 |  253615.4520
    146764 |  253615.0456
    198335 |  253613.4102
    142737 |  253611.5250
    186430 |  253592.5889
     93567 |  253591.0000
    145596 |  253576.4073
     33276 |  253571.8263
    112082 |  253563.9808
    128827 |  253560.6866
    183385 |  253545.1746
    132523 |  253534.2048
    127062 |  253533.1680
     12513 |  253526.9535
     98710 |  253521.3027
     41708 |  253492.9020
    138273 |  253455.3783
    141358 |  253450.2720
     36500 |  253441.6950
    141420 |  253439.4564
    146313 |  253416.1633
     98360 |  253402.0580
    155945 |  253379.0322
    117099 |  253363.5909
     29646 |  253362.9120
      4593 |  253332.3244
     80219 |  253309.1283
     77567 |  253292.3944
     11038 |  253286.6167
    180742 |  253269.7230
    100387 |  253252.3452
    117974 |  253219.2264
     78714 |  253212.4889
     35225 |  253206.4128
    106728 |  253199.7312
    115023 |  253173.0780
    124041 |  253160.0080
     14262 |  253154.6772
     28561 |  253150.7220
     20861 |  253148.8502
     17998 |  253140.5988
     63984 |  253140.0010
    153138 |  253138.9476
      4677 |  253130.4668
     19452 |  253087.3830
    195048 |  253057.6256
      8292 |  253045.1378
    163570 |  253023.6573
    104189 |  253013.8190
     26493 |  253009.8976
    140047 |  252975.9488
    169312 |  252973.1134
    133450 |  252972.7285
    196864 |  252970.5486
    156085 |  252966.0252
     31491 |  252947.1718
    190565 |  252936.4568
    197296 |  252923.9337
     63543 |  252917.9352
     78112 |  252905.5200
    135189 |  252903.3462
    160107 |  252898.8990
    151120 |  252891.6528
    116883 |  252874.0280
    175556 |  252873.9345
    173237 |  252835.0831
    141457 |  252833.4685
     21041 |  252814.4916
     41261 |  252811.2328
      7027 |  252811.1934
    196471 |  252801.5616
    108362 |  252790.3092
    167570 |  252742.5538
    133579 |  252721.9704
      5285 |  252720.2496
     53728 |  252712.0644
     68368 |  252705.6760
     98549 |  252697.8066
    160425 |  252684.7962
     46828 |  252681.1234
    146861 |  252676.9784
    194864 |  252673.3514
     61124 |  252670.1920
      4003 |  252653.9200
     79203 |  252647.9620
    122557 |  252617.4315
    183001 |  252615.3600
    155665 |  252592.8880
     40842 |  252592.7712
    179265 |  252586.4540
     40702 |  252581.5520
     33249 |  252573.7536
    102231 |  252540.8394
     53788 |  252540.6822
     15589 |  252528.7072
     93383 |  252524.4386
     26416 |  252507.3210
     78553 |  252506.6485
     19917 |  252483.2795
     43112 |  252466.7208
     51905 |  252464.1240
    198356 |  252460.6165
     24071 |  252449.2590
    181411 |  252426.2274
    144460 |  252403.2542
    133952 |  252394.3855
       101 |  252387.3210
    145934 |  252381.6771
     80416 |  252373.1793
    111161 |  252366.0480
     78951 |  252340.9625
    141338 |  252334.6302
     41075 |  252330.8238
    101896 |  252324.4755
    155865 |  252324.1696
     34845 |  252274.5216
    159336 |  252261.7107
     26376 |  252256.0453
     11471 |  252245.4762
     46474 |  252232.8579
    118083 |  252224.3956
     57260 |  252216.2720
    100865 |  252189.6376
    171211 |  252185.0628
    103089 |  252183.1136
     60306 |  252170.9820
    103357 |  252168.0795
    137139 |  252126.9881
    188718 |  252126.3805
    100619 |  252108.4926
    120841 |  252074.5176
    161792 |  252059.8263
    184399 |  252057.6288
    175616 |  252049.8900
     92174 |  252032.6604
     48493 |  252030.1116
    125727 |  252006.0816
    186100 |  251986.9450
     28659 |  251975.9315
     64276 |  251960.8505
     50606 |  251951.2760
    134604 |  251951.1360
     22356 |  251950.0015
     56827 |  251946.7368
     33356 |  251938.9900
     32656 |  251928.1170
     40133 |  251927.9988
    151457 |  251926.2345
      5440 |  251906.7312
    140561 |  251893.3568
     59574 |  251873.5368
     75529 |  251871.6932
    169320 |  251828.1432
    169233 |  251812.2151
    176310 |  251809.3484
     32761 |  251794.3616
    171605 |  251791.7880
    188119 |  251791.0749
    120167 |  251784.7644
    134389 |  251781.6882
     21707 |  251780.7330
    175050 |  251774.9395
    194089 |  251771.2548
     55611 |  251769.8931
    154109 |  251764.6260
     20613 |  251757.4176
    122473 |  251747.4198
     66576 |  251731.9983
    133572 |  251721.2646
    125796 |  251716.7243
    144347 |  251707.3194
      1425 |  251688.1950
    145546 |  251670.2202
     97806 |  251666.1760
     95103 |  251662.5580
    113462 |  251654.4576
    179964 |  251611.4760
    197126 |  251608.0152
    188037 |  251590.4589
    105457 |  251585.2735
     34662 |  251569.7496
     40029 |  251567.2822
     47515 |  251566.3451
    163273 |  251566.1902
    170853 |  251562.6260
     28616 |  251555.1846
     31130 |  251519.6439
     63508 |  251508.7800
    182491 |  251506.6416
    133906 |  251488.6360
    181177 |  251483.0196
     35191 |  251478.2270
    129828 |  251474.5152
    105527 |  251471.2068
    126923 |  251461.6832
    197515 |  251454.8094
     38626 |  251450.0802
    140506 |  251445.4350
    109273 |  251440.3243
     29770 |  251429.9784
    184051 |  251424.9255
     30321 |  251415.2144
    137550 |  251388.5425
    137542 |  251367.9956
    157694 |  251367.5150
     81612 |  251344.1692
    105062 |  251324.6418
     12137 |  251319.0915
    186141 |  251318.2720
     98422 |  251314.9106
    178368 |  251290.5864
     14460 |  251278.7772
     75313 |  251271.9824
     38611 |  251238.2693
    178669 |  251226.1250
    148188 |  251216.4996
    101104 |  251211.3320
     19692 |  251198.0034
    172594 |  251188.4448
    144388 |  251167.8330
    114414 |  251143.0462
     19143 |  251132.3816
     34474 |  251130.2010
     99656 |  251112.4355
    135730 |  251104.4633
      7820 |  251069.5242
     79002 |  251067.3300
    149604 |  251066.0880
     71509 |  251063.1900
     22503 |  251059.0600
    134816 |  251043.8684
    181541 |  251039.3888
    183944 |  251038.6926
    182327 |  251028.0784
    179351 |  251026.4250
     29600 |  251022.6560
    143218 |  251018.6263
    110045 |  250994.0160
    139681 |  250978.3848
    154463 |  250972.7094
     40083 |  250961.5240
     35218 |  250938.4960
    164831 |  250932.0588
    140697 |  250922.4360
    142739 |  250903.2186
    179048 |  250901.6448
     26881 |  250897.5864
     63888 |  250855.6648
     51698 |  250851.8614
     17403 |  250849.5920
    171466 |  250805.8498
    131441 |  250800.7052
    153154 |  250797.4840
     79076 |  250790.1390
    138888 |  250783.4320
    187252 |  250761.1700
     44262 |  250757.3288
     54321 |  250753.4184
    146921 |  250732.6872
     65569 |  250716.4128
    193520 |  250708.7376
     32270 |  250697.3404
    159071 |  250683.4281
    103137 |  250680.3831
     97159 |  250676.4430
     16379 |  250667.0487
     24922 |  250663.9824
     69792 |  250649.8633
     19769 |  250645.7592
    150703 |  250638.8040
